date,strategy,group,score,r1m,r3m,r6m,r12m
2026-04-07,gtaa,SHY,0.0350,-0.0023,0.0015,0.0120,0.0323
2026-04-07,gtaa,SPY,-0.2302,-0.0219,-0.0437,-0.0144,0.2361
2026-04-07,gtaa,VNQ,-0.0571,-0.0224,0.0309,0.0095,0.0689
2026-04-07,ivy,DBC,3.2103,0.0745,0.2959,0.3635,0.4055
2026-04-07,ivy,EFA,0.2098,-0.0086,-0.0073,0.0433,0.2564
2026-04-07,ivy,IEF,-0.1369,-0.0123,-0.0054,0.0037,0.0244
2026-04-07,ivy,SHY,0.0350,-0.0023,0.0015,0.0120,0.0323
2026-04-07,ivy,VNQ,-0.0623,-0.0226,0.0306,0.0092,0.0686
2026-04-07,ivy,VTI,-0.1885,-0.0199,-0.0414,-0.0128,0.2412
2026-04-07,faa,AGG,-0.0141,-0.0084,-0.0013,0.0072,0.0356
2026-04-07,faa,DBC,0.8026,0.0745,0.2959,0.3635,0.4055
2026-04-07,faa,EEM,0.0867,-0.0100,-0.0020,0.0614,0.3524
2026-04-07,faa,EFA,0.0517,-0.0088,-0.0075,0.0431,0.2562
2026-04-07,faa,SHY,0.0087,-0.0023,0.0015,0.0120,0.0323
2026-04-07,faa,SPY,-0.0590,-0.0222,-0.0440,-0.0147,0.2357
2026-04-07,faa,VNQ,-0.0156,-0.0226,0.0306,0.0092,0.0686
2026-04-07,eaa,DBC,0.8026,0.0745,0.2959,0.3635,0.4055
2026-04-07,eaa,EEM,0.0871,-0.0099,-0.0019,0.0615,0.3526
2026-04-07,eaa,EFA,0.0515,-0.0089,-0.0075,0.0431,0.2561
2026-04-07,eaa,GLD,-0.0204,-0.0963,0.0468,0.1965,0.4940
2026-04-07,eaa,IEF,-0.0348,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,eaa,SHY,0.0087,-0.0023,0.0015,0.0120,0.0323
2026-04-07,eaa,SPY,-0.0607,-0.0225,-0.0443,-0.0150,0.2352
2026-04-07,eaa,VNQ,-0.0187,-0.0233,0.0299,0.0086,0.0679
2026-04-07,laa,GLD,-0.0877,-0.0966,0.0465,0.1961,0.4935
2026-04-07,laa,IEF,-0.1390,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,laa,IWD,0.3373,-0.0037,0.0107,0.0634,0.2123
2026-04-07,laa,QQQ,-0.2641,-0.0246,-0.0534,-0.0289,0.3027
2026-04-07,laa,SHY,0.0327,-0.0024,0.0014,0.0119,0.0321
2026-04-07,laa,SPY,-0.2385,-0.0223,-0.0441,-0.0148,0.2355
2026-04-07,daa,BND,-0.0658,-0.0083,-0.0012,0.0036,0.0310
2026-04-07,daa,DBC,3.2103,0.0745,0.2959,0.3635,0.4055
2026-04-07,daa,EEM,0.3484,-0.0099,-0.0019,0.0615,0.3526
2026-04-07,daa,EWJ,0.5018,-0.0042,0.0154,0.0708,0.3496
2026-04-07,daa,GLD,-0.0844,-0.0964,0.0467,0.1963,0.4938
2026-04-07,daa,HYG,0.1153,0.0019,-0.0031,0.0119,0.0815
2026-04-07,daa,IEF,-0.1390,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,daa,IWM,0.4175,0.0033,-0.0040,0.0274,0.3392
2026-04-07,daa,LQD,-0.1038,-0.0098,-0.0055,-0.0040,0.0436
2026-04-07,daa,QQQ,-0.2642,-0.0246,-0.0534,-0.0289,0.3027
2026-04-07,daa,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,daa,SPY,-0.2359,-0.0222,-0.0440,-0.0147,0.2357
2026-04-07,daa,TLT,-0.3311,-0.0222,-0.0040,-0.0145,-0.0195
2026-04-07,daa,VGK,0.0158,-0.0141,-0.0254,0.0307,0.2254
2026-04-07,daa,VNQ,-0.0717,-0.0231,0.0301,0.0087,0.0681
2026-04-07,daa,VWO,-0.0570,-0.0145,-0.0292,-0.0011,0.2363
2026-04-07,vaa,AGG,-0.0592,-0.0086,-0.0014,0.0070,0.0354
2026-04-07,vaa,EEM,0.3450,-0.0101,-0.0021,0.0613,0.3523
2026-04-07,vaa,EFA,0.2088,-0.0087,-0.0074,0.0432,0.2563
2026-04-07,vaa,IEF,-0.1390,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,vaa,LQD,-0.1029,-0.0097,-0.0055,-0.0039,0.0436
2026-04-07,vaa,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,vaa,SPY,-0.2273,-0.0217,-0.0436,-0.0142,0.2362
2026-04-07,paa,DBC,3.2103,0.0745,0.2959,0.3635,0.4055
2026-04-07,paa,EEM,0.3586,-0.0094,-0.0014,0.0620,0.3533
2026-04-07,paa,EWJ,0.5122,-0.0037,0.0159,0.0714,0.3503
2026-04-07,paa,GLD,-0.0738,-0.0959,0.0473,0.1970,0.4946
2026-04-07,paa,HYG,0.1165,0.0019,-0.0031,0.0119,0.0815
2026-04-07,paa,IEF,-0.1379,-0.0123,-0.0054,0.0036,0.0244
2026-04-07,paa,IWM,0.4368,0.0043,-0.0030,0.0284,0.3405
2026-04-07,paa,LQD,-0.1003,-0.0096,-0.0053,-0.0038,0.0438
2026-04-07,paa,QQQ,-0.2536,-0.0241,-0.0529,-0.0284,0.3034
2026-04-07,paa,SHY,0.0320,-0.0024,0.0013,0.0119,0.0321
2026-04-07,paa,SPY,-0.2333,-0.0221,-0.0439,-0.0145,0.2358
2026-04-07,paa,TLT,-0.3290,-0.0221,-0.0039,-0.0144,-0.0194
2026-04-07,paa,VGK,0.0250,-0.0136,-0.0250,0.0312,0.2260
2026-04-07,paa,VNQ,-0.0675,-0.0229,0.0303,0.0090,0.0683
2026-04-07,baa_g12,DBC,3.2178,0.0749,0.2964,0.3639,0.4060
2026-04-07,baa_g12,EEM,0.3450,-0.0101,-0.0021,0.0613,0.3523
2026-04-07,baa_g12,EWJ,0.5064,-0.0040,0.0156,0.0710,0.3499
2026-04-07,baa_g12,GLD,-0.0782,-0.0962,0.0470,0.1967,0.4942
2026-04-07,baa_g12,HYG,0.1165,0.0019,-0.0031,0.0119,0.0815
2026-04-07,baa_g12,IEF,-0.1389,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,baa_g12,IWM,0.4407,0.0045,-0.0028,0.0286,0.3408
2026-04-07,baa_g12,LQD,-0.1020,-0.0097,-0.0054,-0.0039,0.0437
2026-04-07,baa_g12,QQQ,-0.2510,-0.0239,-0.0527,-0.0282,0.3036
2026-04-07,baa_g12,SHY,0.0327,-0.0024,0.0014,0.0119,0.0321
2026-04-07,baa_g12,SPY,-0.2287,-0.0218,-0.0436,-0.0143,0.2361
2026-04-07,baa_g12,TLT,-0.3333,-0.0223,-0.0041,-0.0146,-0.0196
2026-04-07,baa_g12,VGK,0.0296,-0.0134,-0.0247,0.0314,0.2263
2026-04-07,baa_g12,VNQ,-0.0644,-0.0227,0.0305,0.0091,0.0685
2026-04-07,baa_g4,AGG,-0.0599,-0.0086,-0.0015,0.0070,0.0354
2026-04-07,baa_g4,EEM,0.3484,-0.0099,-0.0019,0.0615,0.3526
2026-04-07,baa_g4,EFA,0.2118,-0.0085,-0.0072,0.0434,0.2565
2026-04-07,baa_g4,IEF,-0.1409,-0.0125,-0.0056,0.0035,0.0242
2026-04-07,baa_g4,LQD,-0.1020,-0.0097,-0.0054,-0.0039,0.0437
2026-04-07,baa_g4,SHY,0.0315,-0.0025,0.0013,0.0118,0.0321
2026-04-07,baa_g4,SPY,-0.2359,-0.0222,-0.0440,-0.0147,0.2357
2026-04-07,gem,AGG,0.0354,-0.0086,-0.0015,0.0070,0.0354
2026-04-07,gem,EFA,0.2561,-0.0089,-0.0076,0.0430,0.2561
2026-04-07,gem,SPY,0.2359,-0.0220,-0.0439,-0.0145,0.2359
2026-04-07,haa,AGG,-0.0596,-0.0086,-0.0015,0.0070,0.0354
2026-04-07,haa,EEM,0.3447,-0.0101,-0.0021,0.0612,0.3523
2026-04-07,haa,EFA,0.2088,-0.0087,-0.0074,0.0432,0.2563
2026-04-07,haa,IEF,-0.1399,-0.0124,-0.0055,0.0035,0.0242
2026-04-07,haa,LQD,-0.1012,-0.0097,-0.0054,-0.0038,0.0437
2026-04-07,haa,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,haa,SPY,-0.2347,-0.0221,-0.0439,-0.0146,0.2358
2026-04-07,permanent,BIL,0.1471,0.0029,0.0088,0.0185,0.0402
2026-04-07,permanent,GLD,-0.0853,-0.0965,0.0466,0.1962,0.4937
2026-04-07,permanent,SPY,-0.2365,-0.0222,-0.0440,-0.0147,0.2356
2026-04-07,permanent,TLT,-0.3311,-0.0222,-0.0040,-0.0145,-0.0195
2026-04-07,all_weather,DBC,3.2178,0.0749,0.2964,0.3639,0.4060
2026-04-07,all_weather,GLD,-0.0830,-0.0964,0.0468,0.1964,0.4939
2026-04-07,all_weather,IEF,-0.1391,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,all_weather,SPY,-0.2316,-0.0220,-0.0438,-0.0144,0.2360
2026-04-07,all_weather,TLT,-0.3300,-0.0222,-0.0039,-0.0145,-0.0195
2026-04-07,golden_butterfly,GLD,-0.0777,-0.0961,0.0470,0.1967,0.4943
2026-04-07,golden_butterfly,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,golden_butterfly,SPY,-0.2256,-0.0217,-0.0435,-0.0141,0.2364
2026-04-07,golden_butterfly,TLT,-0.3290,-0.0221,-0.0039,-0.0144,-0.0194
2026-04-07,golden_butterfly,VBR,0.4606,0.0023,0.0169,0.0505,0.2646
2026-04-07,gtaa,DBC,3.2178,0.0749,0.2964,0.3639,0.4060
2026-04-07,gtaa,EFA,0.2118,-0.0085,-0.0072,0.0434,0.2565
2026-04-07,gtaa,IEF,-0.1389,-0.0124,-0.0055,0.0036,0.0243
2026-04-07,gtaa,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,gtaa,SPY,-0.2250,-0.0216,-0.0434,-0.0141,0.2364
2026-04-07,gtaa,VNQ,-0.0665,-0.0229,0.0303,0.0090,0.0684
2026-04-07,ivy,DBC,3.2178,0.0749,0.2964,0.3639,0.4060
2026-04-07,ivy,EFA,0.2187,-0.0082,-0.0069,0.0438,0.2570
2026-04-07,ivy,IEF,-0.1369,-0.0123,-0.0054,0.0037,0.0244
2026-04-07,ivy,SHY,0.0338,-0.0023,0.0014,0.0120,0.0322
2026-04-07,ivy,VNQ,-0.0592,-0.0225,0.0307,0.0094,0.0688
2026-04-07,ivy,VTI,-0.1702,-0.0189,-0.0404,-0.0119,0.2424
2026-04-07,faa,AGG,-0.0134,-0.0083,-0.0011,0.0073,0.0357
2026-04-07,faa,DBC,0.8016,0.0743,0.2957,0.3632,0.4052
2026-04-07,faa,EEM,0.0922,-0.0089,-0.0009,0.0626,0.3540
2026-04-07,faa,EFA,0.0557,-0.0080,-0.0067,0.0440,0.2572
2026-04-07,faa,SHY,0.0085,-0.0023,0.0014,0.0120,0.0322
2026-04-07,faa,SPY,-0.0537,-0.0211,-0.0429,-0.0136,0.2371
2026-04-07,faa,VNQ,-0.0153,-0.0226,0.0306,0.0093,0.0687
2026-04-07,eaa,DBC,0.8016,0.0743,0.2957,0.3632,0.4052
2026-04-07,eaa,EEM,0.0922,-0.0089,-0.0009,0.0626,0.3540
2026-04-07,eaa,EFA,0.0559,-0.0079,-0.0066,0.0440,0.2573
2026-04-07,eaa,GLD,-0.0174,-0.0958,0.0475,0.1972,0.4949
2026-04-07,eaa,IEF,-0.0342,-0.0123,-0.0054,0.0037,0.0244
2026-04-07,eaa,SHY,0.0085,-0.0023,0.0014,0.0120,0.0322
2026-04-07,eaa,SPY,-0.0539,-0.0211,-0.0430,-0.0136,0.2370
2026-04-07,eaa,VNQ,-0.0148,-0.0225,0.0307,0.0094,0.0688
2026-04-07,laa,GLD,-0.0667,-0.0956,0.0477,0.1974,0.4951
2026-04-07,laa,IEF,-0.1369,-0.0123,-0.0054,0.0037,0.0244
2026-04-07,laa,IWD,0.3597,-0.0026,0.0118,0.0647,0.2137
2026-04-07,laa,QQQ,-0.2346,-0.0231,-0.0519,-0.0274,0.3048
2026-04-07,laa,SHY,0.0327,-0.0024,0.0014,0.0119,0.0321
2026-04-07,laa,SPY,-0.2120,-0.0209,-0.0428,-0.0134,0.2373
2026-04-08,daa,BND,0.0397,-0.0040,0.0060,0.0131,0.0376
2026-04-08,daa,DBC,2.2384,0.0321,0.2285,0.2788,0.3820
2026-04-08,daa,EEM,1.5267,0.0402,0.0615,0.1320,0.5344
2026-04-08,daa,EWJ,1.7173,0.0509,0.0834,0.1213,0.5302
2026-04-08,daa,GLD,0.4767,-0.0662,0.0679,0.2110,0.5775
2026-04-08,daa,HYG,0.3058,0.0089,0.0096,0.0248,0.1114
2026-04-08,daa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,daa,IWM,1.1170,0.0350,0.0251,0.0672,0.4618
2026-04-08,daa,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,daa,QQQ,0.4242,0.0041,-0.0211,0.0055,0.4489
2026-04-08,daa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,daa,SPY,0.3176,0.0008,-0.0188,0.0137,0.3552
2026-04-08,daa,TLT,-0.1407,-0.0161,0.0130,0.0082,-0.0155
2026-04-08,daa,VGK,1.0063,0.0309,0.0213,0.0861,0.3782
2026-04-08,daa,VNQ,0.3921,-0.0020,0.0470,0.0427,0.1432
2026-04-08,daa,VWO,0.9397,0.0301,0.0216,0.0532,0.3856
2026-04-08,vaa,AGG,0.0909,-0.0021,0.0085,0.0190,0.0445
2026-04-08,vaa,EEM,1.5267,0.0402,0.0615,0.1320,0.5344
2026-04-08,vaa,EFA,1.2499,0.0379,0.0452,0.0977,0.4185
2026-04-08,vaa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,vaa,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,vaa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,vaa,SPY,0.3167,0.0008,-0.0188,0.0137,0.3551
2026-04-08,paa,DBC,2.2384,0.0321,0.2285,0.2788,0.3820
2026-04-08,paa,EEM,1.5503,0.0414,0.0627,0.1333,0.5362
2026-04-08,paa,EWJ,1.7173,0.0509,0.0834,0.1213,0.5302
2026-04-08,paa,GLD,0.4847,-0.0658,0.0684,0.2115,0.5781
2026-04-08,paa,HYG,0.3058,0.0089,0.0096,0.0248,0.1114
2026-04-08,paa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,paa,IWM,1.1124,0.0348,0.0249,0.0669,0.4615
2026-04-08,paa,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,paa,QQQ,0.4213,0.0039,-0.0213,0.0053,0.4487
2026-04-08,paa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,paa,SPY,0.3146,0.0007,-0.0189,0.0136,0.3550
2026-04-08,paa,TLT,-0.1386,-0.0160,0.0131,0.0084,-0.0154
2026-04-08,paa,VGK,1.0063,0.0309,0.0213,0.0861,0.3782
2026-04-08,paa,VNQ,0.3921,-0.0020,0.0470,0.0427,0.1432
2026-04-08,baa_g12,DBC,2.2384,0.0321,0.2285,0.2788,0.3820
2026-04-08,baa_g12,EEM,1.5672,0.0423,0.0635,0.1342,0.5375
2026-04-08,baa_g12,EWJ,1.7358,0.0518,0.0844,0.1223,0.5316
2026-04-08,baa_g12,GLD,0.4808,-0.0660,0.0682,0.2112,0.5778
2026-04-08,baa_g12,HYG,0.3058,0.0089,0.0096,0.0248,0.1114
2026-04-08,baa_g12,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,baa_g12,IWM,1.1123,0.0348,0.0249,0.0669,0.4615
2026-04-08,baa_g12,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,baa_g12,QQQ,0.4209,0.0039,-0.0213,0.0053,0.4487
2026-04-08,baa_g12,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,baa_g12,SPY,0.3143,0.0007,-0.0189,0.0136,0.3550
2026-04-08,baa_g12,TLT,-0.1407,-0.0161,0.0130,0.0082,-0.0155
2026-04-08,baa_g12,VGK,1.0294,0.0321,0.0224,0.0873,0.3798
2026-04-08,baa_g12,VNQ,0.3921,-0.0020,0.0470,0.0427,0.1432
2026-04-08,baa_g4,AGG,0.0909,-0.0021,0.0085,0.0190,0.0445
2026-04-08,baa_g4,EEM,1.5503,0.0414,0.0627,0.1333,0.5362
2026-04-08,baa_g4,EFA,1.2499,0.0379,0.0452,0.0977,0.4185
2026-04-08,baa_g4,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,baa_g4,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,baa_g4,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,baa_g4,SPY,0.3172,0.0008,-0.0188,0.0137,0.3552
2026-04-08,gem,AGG,0.0445,-0.0021,0.0085,0.0190,0.0445
2026-04-08,gem,EFA,0.4185,0.0379,0.0452,0.0977,0.4185
2026-04-08,gem,SPY,0.3551,0.0008,-0.0188,0.0137,0.3551
2026-04-08,haa,AGG,0.0909,-0.0021,0.0085,0.0190,0.0445
2026-04-08,haa,EEM,1.5503,0.0414,0.0627,0.1333,0.5362
2026-04-08,haa,EFA,1.2499,0.0379,0.0452,0.0977,0.4185
2026-04-08,haa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,haa,LQD,-0.0915,-0.0117,-0.0015,0.0033,0.0489
2026-04-08,haa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,haa,SPY,0.3178,0.0008,-0.0187,0.0138,0.3552
2026-04-08,permanent,BIL,0.1466,0.0029,0.0088,0.0184,0.0400
2026-04-08,permanent,GLD,0.4662,-0.0667,0.0674,0.2103,0.5766
2026-04-08,permanent,SPY,0.3185,0.0009,-0.0187,0.0138,0.3552
2026-04-08,permanent,TLT,-0.1386,-0.0160,0.0131,0.0084,-0.0154
2026-04-08,all_weather,DBC,2.2384,0.0321,0.2285,0.2788,0.3820
2026-04-08,all_weather,GLD,0.4666,-0.0667,0.0674,0.2103,0.5766
2026-04-08,all_weather,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,all_weather,SPY,0.3169,0.0008,-0.0188,0.0137,0.3551
2026-04-08,all_weather,TLT,-0.1386,-0.0160,0.0131,0.0084,-0.0154
2026-04-08,golden_butterfly,GLD,0.4653,-0.0667,0.0673,0.2102,0.5765
2026-04-08,golden_butterfly,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,golden_butterfly,SPY,0.3141,0.0006,-0.0189,0.0136,0.3549
2026-04-08,golden_butterfly,TLT,-0.1447,-0.0164,0.0128,0.0080,-0.0158
2026-04-08,golden_butterfly,VBR,0.7670,0.0162,0.0209,0.0713,0.3468
2026-04-08,gtaa,DBC,2.1967,0.0300,0.2261,0.2763,0.3793
2026-04-08,gtaa,EFA,1.2499,0.0379,0.0452,0.0977,0.4185
2026-04-08,gtaa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,gtaa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,gtaa,SPY,0.3123,0.0006,-0.0190,0.0135,0.3548
2026-04-08,gtaa,VNQ,0.3921,-0.0020,0.0470,0.0427,0.1432
2026-04-08,ivy,DBC,2.1967,0.0300,0.2261,0.2763,0.3793
2026-04-08,ivy,EFA,1.2499,0.0379,0.0452,0.0977,0.4185
2026-04-08,ivy,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,ivy,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,ivy,VNQ,0.3921,-0.0020,0.0470,0.0427,0.1432
2026-04-08,ivy,VTI,0.3599,0.0031,-0.0173,0.0153,0.3612
2026-04-08,faa,AGG,0.0227,-0.0021,0.0085,0.0190,0.0445
2026-04-08,faa,DBC,0.5492,0.0300,0.2261,0.2763,0.3793
2026-04-08,faa,EEM,0.3876,0.0414,0.0627,0.1333,0.5362
2026-04-08,faa,EFA,0.3125,0.0379,0.0452,0.0977,0.4185
2026-04-08,faa,SHY,0.0181,-0.0005,0.0036,0.0145,0.0352
2026-04-08,faa,SPY,0.0786,0.0007,-0.0189,0.0136,0.3550
2026-04-08,faa,VNQ,0.0980,-0.0020,0.0470,0.0427,0.1432
2026-04-08,eaa,DBC,0.5492,0.0300,0.2261,0.2763,0.3793
2026-04-08,eaa,EEM,0.3876,0.0414,0.0627,0.1333,0.5362
2026-04-08,eaa,EFA,0.3125,0.0379,0.0452,0.0977,0.4185
2026-04-08,eaa,GLD,0.1148,-0.0670,0.0670,0.2099,0.5760
2026-04-08,eaa,IEF,-0.0030,-0.0072,0.0036,0.0149,0.0300
2026-04-08,eaa,SHY,0.0181,-0.0005,0.0036,0.0145,0.0352
2026-04-08,eaa,SPY,0.0788,0.0007,-0.0189,0.0136,0.3550
2026-04-08,eaa,VNQ,0.0980,-0.0020,0.0470,0.0427,0.1432
2026-04-08,laa,GLD,0.4476,-0.0676,0.0663,0.2091,0.5751
2026-04-08,laa,IEF,-0.0121,-0.0072,0.0036,0.0149,0.0300
2026-04-08,laa,IWD,0.7144,0.0119,0.0219,0.0837,0.3168
2026-04-08,laa,QQQ,0.4187,0.0038,-0.0214,0.0052,0.4485
2026-04-08,laa,SHY,0.0726,-0.0005,0.0036,0.0145,0.0352
2026-04-08,laa,SPY,0.3138,0.0006,-0.0190,0.0135,0.3549
2026-04-09,daa,BND,0.0606,-0.0020,0.0038,0.0101,0.0491
2026-04-09,daa,DBC,2.5377,0.0364,0.2663,0.3008,0.4339
2026-04-09,daa,EEM,1.4005,0.0268,0.0598,0.1305,0.5793
2026-04-09,daa,EWJ,1.2803,0.0225,0.0661,0.1190,0.5078
2026-04-09,daa,GLD,0.3492,-0.0798,0.0746,0.2006,0.6066
2026-04-09,daa,HYG,0.2939,0.0082,0.0075,0.0236,0.1185
2026-04-09,daa,IEF,-0.0037,-0.0056,0.0002,0.0108,0.0408
2026-04-09,daa,IWM,1.1708,0.0358,0.0272,0.0785,0.4748
2026-04-09,daa,LQD,0.1126,0.0007,0.0034,0.0071,0.0759
2026-04-09,daa,QQQ,0.3805,0.0016,-0.0244,0.0083,0.4420
2026-04-09,daa,SHY,0.0747,-0.0002,0.0035,0.0138,0.0348
2026-04-09,daa,SPY,0.4181,0.0055,-0.0126,0.0206,0.3617
2026-04-09,daa,TLT,-0.1223,-0.0110,0.0016,-0.0030,0.0095
2026-04-09,daa,VGK,1.0699,0.0303,0.0240,0.0941,0.4221
2026-04-09,daa,VNQ,0.6528,0.0078,0.0661,0.0552,0.1839
2026-04-09,daa,VWO,0.8112,0.0159,0.0207,0.0516,0.4338
2026-04-09,vaa,AGG,0.0729,-0.0022,0.0041,0.0139,0.0544
2026-04-09,vaa,EEM,1.3870,0.0261,0.0591,0.1297,0.5783
2026-04-09,vaa,EFA,1.1569,0.0287,0.0422,0.1000,0.4440
2026-04-09,vaa,IEF,-0.0047,-0.0056,0.0001,0.0107,0.0407
2026-04-09,vaa,LQD,0.1143,0.0008,0.0035,0.0072,0.0760
2026-04-09,vaa,SHY,0.0747,-0.0002,0.0035,0.0138,0.0348
2026-04-09,vaa,SPY,0.4224,0.0057,-0.0124,0.0208,0.3620
2026-04-09,paa,DBC,2.5377,0.0364,0.2663,0.3008,0.4339
2026-04-09,paa,EEM,1.3954,0.0265,0.0595,0.1302,0.5789
2026-04-09,paa,EWJ,1.2734,0.0221,0.0658,0.1186,0.5073
2026-04-09,paa,GLD,0.3369,-0.0803,0.0739,0.1999,0.6056
2026-04-09,paa,HYG,0.2939,0.0082,0.0075,0.0236,0.1185
2026-04-09,paa,IEF,-0.0047,-0.0056,0.0001,0.0107,0.0407
2026-04-09,paa,IWM,1.1697,0.0358,0.0272,0.0784,0.4747
2026-04-09,paa,LQD,0.1100,0.0006,0.0033,0.0069,0.0757
2026-04-09,paa,QQQ,0.3805,0.0016,-0.0244,0.0083,0.4420
2026-04-09,paa,SHY,0.0747,-0.0002,0.0035,0.0138,0.0348
2026-04-09,paa,SPY,0.4181,0.0055,-0.0126,0.0206,0.3617
2026-04-09,paa,TLT,-0.1223,-0.0110,0.0016,-0.0030,0.0095
2026-04-09,paa,VGK,1.0757,0.0306,0.0243,0.0944,0.4225
2026-04-09,paa,VNQ,0.6538,0.0079,0.0662,0.0553,0.1839
2026-04-09,baa_g12,DBC,2.5678,0.0379,0.2680,0.3027,0.4360
2026-04-09,baa_g12,EEM,1.3904,0.0262,0.0593,0.1299,0.5785
2026-04-09,baa_g12,EWJ,1.2734,0.0221,0.0658,0.1186,0.5073
2026-04-09,baa_g12,GLD,0.3365,-0.0804,0.0739,0.1999,0.6056
2026-04-09,baa_g12,HYG,0.2939,0.0082,0.0075,0.0236,0.1185
2026-04-09,baa_g12,IEF,-0.0057,-0.0057,0.0001,0.0107,0.0407
2026-04-09,baa_g12,IWM,1.1720,0.0359,0.0273,0.0785,0.4749
2026-04-09,baa_g12,LQD,0.1108,0.0006,0.0033,0.0070,0.0758
2026-04-09,baa_g12,QQQ,0.3810,0.0017,-0.0244,0.0084,0.4420
2026-04-09,baa_g12,SHY,0.0758,-0.0001,0.0036,0.0139,0.0349
2026-04-09,baa_g12,SPY,0.4191,0.0055,-0.0126,0.0206,0.3618
2026-04-09,baa_g12,TLT,-0.1234,-0.0111,0.0016,-0.0031,0.0094
2026-04-09,baa_g12,VGK,1.0757,0.0306,0.0243,0.0944,0.4225
2026-04-09,baa_g12,VNQ,0.6570,0.0080,0.0664,0.0555,0.1841
2026-04-09,baa_g4,AGG,0.0719,-0.0022,0.0041,0.0139,0.0544
2026-04-09,baa_g4,EEM,1.3904,0.0262,0.0593,0.1299,0.5785
2026-04-09,baa_g4,EFA,1.1559,0.0286,0.0422,0.0999,0.4439
2026-04-09,baa_g4,IEF,-0.0047,-0.0056,0.0001,0.0107,0.0407
2026-04-09,baa_g4,LQD,0.1082,0.0005,0.0032,0.0068,0.0756
2026-04-09,baa_g4,SHY,0.0746,-0.0002,0.0035,0.0138,0.0348
2026-04-09,baa_g4,SPY,0.4212,0.0056,-0.0124,0.0208,0.3619
2026-04-09,gem,AGG,0.0544,-0.0022,0.0041,0.0139,0.0544
2026-04-09,gem,EFA,0.4439,0.0286,0.0422,0.0999,0.4439
2026-04-09,gem,SPY,0.3619,0.0056,-0.0125,0.0207,0.3619
2026-04-09,haa,AGG,0.0719,-0.0022,0.0041,0.0139,0.0544
2026-04-09,haa,EEM,1.3904,0.0262,0.0593,0.1299,0.5785
2026-04-09,haa,EFA,1.1559,0.0286,0.0422,0.0999,0.4439
2026-04-09,haa,IEF,-0.0057,-0.0057,0.0001,0.0107,0.0407
2026-04-09,haa,LQD,0.1082,0.0005,0.0032,0.0068,0.0756
2026-04-09,haa,SHY,0.0746,-0.0002,0.0035,0.0138,0.0348
2026-04-09,haa,SPY,0.4250,0.0058,-0.0123,0.0210,0.3622
2026-04-09,permanent,BIL,0.1468,0.0029,0.0087,0.0186,0.0400
2026-04-09,permanent,GLD,0.3387,-0.0803,0.0740,0.2000,0.6058
2026-04-09,permanent,SPY,0.4261,0.0059,-0.0122,0.0210,0.3623
2026-04-09,permanent,TLT,-0.1202,-0.0109,0.0017,-0.0029,0.0096
2026-04-09,all_weather,DBC,2.5678,0.0379,0.2680,0.3027,0.4360
2026-04-09,all_weather,GLD,0.3422,-0.0801,0.0742,0.2002,0.6060
2026-04-09,all_weather,IEF,-0.0055,-0.0057,0.0001,0.0107,0.0407
